name,category,county,country,lat,lng,Wikipedia Extract,editorial_review,why_interesting,cost,good_for,experience_collections,heritage_collections,image_url,official_website,original_name,original_county,camra_merge_status,osm_status_check,Good For,Experience Collections,Entry Cost,Notes
Appleby Castle,Castle,Westmorland and Furness,United Kingdom,54.573578,-2.487853,A magnificent Norman castle overlooking the Eden Valley.,Keep,A magnificent Norman castle overlooking the Eden Valley.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/1/12/Appleby_Castle%2C_bailey_-_geograph.org.uk_-_4958736.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.applebycastle.org/,,,,,"history lovers, family, day trip",,Unknown,
Raheen Castle,Castle,County Cork,Ireland,51.535911,-9.163719,A picturesque tower house hidden in the West Cork countryside.,Keep,A picturesque tower house hidden in the West Cork countryside.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/7/79/Castles_of_Munster%2C_Raheen%2C_Cork_%282%29_-_geograph.org.uk_-_6532839.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"history lovers, family, day trip",,Unknown,
Penhow Castle,Castle,Newport,United Kingdom,51.613644,-2.833675,A remarkably intact Norman castle overlooking the Severn Estuary.,Keep,A remarkably intact Norman castle overlooking the Severn Estuary.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Penhow_Castle_from_Church.jpg/1280px-Penhow_Castle_from_Church.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"history lovers, family, day trip",,Unknown,
Aydon Castle,Castle,Northumberland,United Kingdom,54.991411,-1.9994,"One of England's finest fortified manor houses, beautifully preserved in Northumberland.",Keep,"One of England's finest fortified manor houses, beautifully preserved in Northumberland.",,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/4/46/Aydon_Castle_2.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.english-heritage.org.uk/visit/places/aydon-castle/,,,,,"history lovers, family, day trip",,Unknown,
Upton Castle,Castle,Pembrokeshire,United Kingdom,51.706004,-4.866359,A beautifully restored medieval castle overlooking the Pembrokeshire countryside.,Keep,A beautifully restored medieval castle overlooking the Pembrokeshire countryside.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/8/8b/Upton_Castle%2C_Pembrokeshire._20.jpeg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.uptoncastle.com/,,,,,"history lovers, family, day trip",,Unknown,
Arkin's Castle,Castle,County Galway,Ireland,53.104834,-9.662585,A secluded medieval tower house overlooking Galway Bay.,Keep,A secluded medieval tower house overlooking Galway Bay.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Arkin%27s_Castle.JPG/1280px-Arkin%27s_Castle.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"history lovers, family, day trip",,Unknown,
Flesk Castle,Castle,County Kerry,Ireland,52.051261,-9.477781,A Victorian Gothic mansion overlooking Killarney National Park.,Keep,A Victorian Gothic mansion overlooking Killarney National Park.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Neale%281824%29_p1.260_-_Flesk_Castle.jpg/1280px-Neale%281824%29_p1.260_-_Flesk_Castle.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,,,,,,"history lovers, family, day trip",,Unknown,
Garrykennedy Castle,Castle,County Tipperary,Ireland,52.905455,-8.345798,A striking lakeside tower house overlooking Lough Derg.,Keep,A striking lakeside tower house overlooking Lough Derg.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/8/88/Garrykennedy_Castle%2C_Garrykennedy_-_geograph.org.uk_-_2663337.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"history lovers, family, day trip",,Unknown,
Almond Castle,Castle,Falkirk,United Kingdom,55.977179,-3.673592,A well-preserved medieval tower guarding a crossing of the River Avon.,Keep,A well-preserved medieval tower guarding a crossing of the River Avon.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Almond_Castle.jpg/1280px-Almond_Castle.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"history lovers, family, day trip",,Unknown,
Killaghy Castle,Castle,County Tipperary,Ireland,52.516522,-7.514101,A fortified tower house nestled beneath Slievenamon.,Keep,A fortified tower house nestled beneath Slievenamon.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/9/9f/Castles_of_Munster%2C_Killaghy%2C_Tipperary_%281%29_-_geograph.org.uk_-_3037589.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"history lovers, family, day trip",,Unknown,
Grallagh Castle,Castle,County Tipperary,Ireland,52.594796,-7.771141,A secluded medieval tower house in the rolling Tipperary countryside.,Keep,A secluded medieval tower house in the rolling Tipperary countryside.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/2/2a/Castles_of_Munster%2C_Grallagh%2C_Tipperary_-_geograph.org.uk_-_1542258.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"history lovers, family, day trip",,Unknown,
Blake's Castle,Castle,County Galway,Ireland,53.270777,-9.054563,A medieval merchant's castle at the heart of Galway's historic streets.,Keep,A medieval merchant's castle at the heart of Galway's historic streets.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Galway_-_Blakes_Castle_-_20240511142337.jpg/1280px-Galway_-_Blakes_Castle_-_20240511142337.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"history lovers, family, day trip",,Unknown,
Fort Belvedere,Castle,Surrey,United Kingdom,51.404466,-0.612122,A royal folly overlooking Windsor Great Park and Virginia Water.,Keep,A royal folly overlooking Windsor Great Park and Virginia Water.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,,,,,,,"history lovers, family, day trip",,Unknown,
Blervie Castle,Castle,Moray,United Kingdom,57.595099,-3.556192,The romantic ruins of a medieval tower house in Moray.,Keep,The romantic ruins of a medieval tower house in Moray.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/7/7f/Blervie_Castle_-_geograph.org.uk_-_13151.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"history lovers, family, day trip",,Unknown,
Caher Castle,Castle,County Galway,Ireland,53.236822,-8.694817,A well-preserved Norman tower house hidden in County Galway.,Keep,A well-preserved Norman tower house hidden in County Galway.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,,,,,,,"history lovers, family, day trip",,Unknown,
Lough Cutra Castle,Castle,County Galway,Ireland,53.023638,-8.803015,A magnificent Victorian castle overlooking one of Ireland's largest private lakes.,Keep,A magnificent Victorian castle overlooking one of Ireland's largest private lakes.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/e/ed/Gothic_revival_castle%2C_Lough_Cutra_Castle%2C_Galway%2C_Ireland_%2820299996302%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"history lovers, family, day trip",,Unknown,
Cadzow Castle (ruin),Castle,South Lanarkshire,United Kingdom,55.760591,-4.018318,The dramatic ruins of the Hamilton family's medieval stronghold overlooking the Clyde.,Keep,The dramatic ruins of the Hamilton family's medieval stronghold overlooking the Clyde.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,,,,,,,"history lovers, family, day trip",,Unknown,
Drishane Castle,Castle,County Cork,Ireland,52.077052,-9.047528,A grand Victorian castle surrounded by mature woodland in County Cork.,Keep,A grand Victorian castle surrounded by mature woodland in County Cork.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/2/29/Castles_of_Munster%2C_Drishane%2C_Cork_-_geograph.org.uk_-_1392786.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"history lovers, family, day trip",,Unknown,
Ballindoney Castle,Castle,County Tipperary,Ireland,52.337601,-7.847097,A medieval tower house hidden among the fields of County Tipperary.,Keep,A medieval tower house hidden among the fields of County Tipperary.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/2/2e/Castles_of_Munster%2C_Ballindoney%2C_Tipperary_-_geograph.org.uk_-_1393375.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"history lovers, family, day trip",,Unknown,
The Mynde,Castle,Newport,United Kingdom,51.609804,-2.951529,An elegant Georgian country house overlooking the Monmouthshire countryside.,Keep,An elegant Georgian country house overlooking the Monmouthshire countryside.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/d/d4/Front_elevation%2C_The_Mynde_%28geograph_2284116%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"history lovers, family, day trip",,Unknown,
Caister Castle,Castle,Norfolk,United Kingdom,52.650413,1.701588,One of Britain's best-preserved brick castles complete with its famous medieval water-filled moat.,Keep,One of Britain's best-preserved brick castles complete with its famous medieval water-filled moat.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/8/8c/Caister_Castle.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.caistercastle.co.uk/,,,,,"history lovers, family, day trip",,Unknown,
Cloheenafishoge Castle (ruins),Castle,County Tipperary,Ireland,52.331833,-8.021877,The quiet ruins of a medieval tower house in County Tipperary.,Keep,The quiet ruins of a medieval tower house in County Tipperary.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,,,,,,,"history lovers, family, day trip",,Unknown,
Cappa Castle,Castle,County Tipperary,Ireland,52.409277,-8.028239,A picturesque fortified tower overlooking the Golden Vale.,Keep,A picturesque fortified tower overlooking the Golden Vale.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,,,,,,,"history lovers, family, day trip",,Unknown,
Castlecary Castle,Castle,Falkirk,United Kingdom,55.975356,-3.945927,The remains of a Roman fort guarding the Antonine Wall.,Keep,The remains of a Roman fort guarding the Antonine Wall.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/4/4e/Castlecary_Yew_tree_-_geograph.org.uk_-_2752123.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"history lovers, family, day trip",,Unknown,
Castle Levan,Castle,Inverclyde,United Kingdom,55.9471,-4.858721,A striking Victorian castle overlooking the Firth of Clyde.,Keep,A striking Victorian castle overlooking the Firth of Clyde.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Levan_Castle_%285238839361%29.jpg/1280px-Levan_Castle_%285238839361%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"history lovers, family, day trip",,Unknown,
Clifford Castle,Castle,Herefordshire,United Kingdom,52.104433,-3.105691,A dramatic Norman fortress perched high above the River Wye.,Keep,A dramatic Norman fortress perched high above the River Wye.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/c/ca/Clifford_Castle_ruins.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"history lovers, family, day trip",,Unknown,
Kilfeakle Castle,Castle,County Tipperary,Ireland,52.498423,-8.066559,A medieval tower house overlooking the rich farmland of County Tipperary.,Keep,A medieval tower house overlooking the rich farmland of County Tipperary.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/3/30/Castles_of_Munster%2C_Kilfeakle%2C_Tipperary_%281%29_-_geograph.org.uk_-_6501949.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"history lovers, family, day trip",,Unknown,
Ballinalacken Castle,Castle,County Clare,Ireland,53.046114,-9.337194,A beautifully restored castle hotel on the edge of the Burren.,Keep,A beautifully restored castle hotel on the edge of the Burren.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Ballinalacken_castle.jpg/1280px-Ballinalacken_castle.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"history lovers, family, day trip",,Unknown,
Kiltartan Castle,Castle,County Galway,Ireland,53.090325,-8.807149,A well-preserved medieval tower house overlooking County Galway.,Keep,A well-preserved medieval tower house overlooking County Galway.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Kiltartan_or_Ballinamantain_Castle_geograph_2329536.jpg/1280px-Kiltartan_or_Ballinamantain_Castle_geograph_2329536.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"history lovers, family, day trip",,Unknown,
Tiverton Castle,Castle,Devon,United Kingdom,50.906263,-3.488202,A Norman fortress that has watched over Tiverton for more than 900 years.,Keep,A Norman fortress that has watched over Tiverton for more than 900 years.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/TivertonCastle_AerialPanorama.png/1280px-TivertonCastle_AerialPanorama.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,http://www.tivertoncastle.com,,,,,"history lovers, family, day trip",,Unknown,
Flamborough Castle,Castle,East Riding of Yorkshire,United Kingdom,54.114281,-0.126238,The remains of a medieval manor overlooking Flamborough village.,Keep,The remains of a medieval manor overlooking Flamborough village.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Flamborough_Castle_-_geograph.org.uk_-_1772013.jpg/1280px-Flamborough_Castle_-_geograph.org.uk_-_1772013.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"history lovers, family, day trip",,Unknown,
Fordyce Castle,Castle,Aberdeenshire,United Kingdom,57.661888,-2.746168,A picturesque Scottish tower house hidden in Banffshire.,Keep,A picturesque Scottish tower house hidden in Banffshire.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/d/de/Fordyce_Castle_-_geograph.org.uk_-_7908923.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"history lovers, family, day trip",,Unknown,
Roscrea Castle,Castle,County Tipperary,Ireland,52.954945,-7.798048,A remarkably preserved Norman castle at the heart of Roscrea.,Keep,A remarkably preserved Norman castle at the heart of Roscrea.,,"Families, History Lovers, Couples, Photographers","Worth the Detour, Hidden Gem",,https://upload.wikimedia.org/wikipedia/commons/6/69/Roscrea_Castle.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"history lovers, family, day trip",,Unknown,
